id,name,type,description,rarity,defense,resistance,series,skills,slots
"ARMOR_ID_0250","刺花蜘蛛腰甲β","waist","使用刺花蜘蛛素材制作的腰部防具。高贵的设计令贵族也趋之若鹜。","5","36","[-3,3,0,0,3]","刺花蜘蛛β","HunterSkill_163,1,HunterSkill_084,1","2,1,0"
"ARMOR_ID_0251","刺花蜘蛛护腿β","leg","使用刺花蜘蛛素材制作的脚部防具。看不见的地方点缀着蔷薇花纹。","5","36","[-3,3,0,0,3]","刺花蜘蛛β","HunterSkill_163,1,HunterSkill_075,1","1,1,1"
"ARMOR_ID_0252","沼喷龙头盔α","helm","使用沼喷龙素材制作的头部防具。为了抵御素材自带的毒性，必须佩戴口罩。","5","36","[0,-3,0,0,1]","沼喷龙α","HunterSkill_164,1,HunterSkill_098,2","1,1,0"
"ARMOR_ID_0253","沼喷龙铠甲α","body","使用沼喷龙素材制作的身体防具。披肩内充满了毒液，但并不会泄漏。应该不会……","5","36","[0,-3,0,0,1]","沼喷龙α","HunterSkill_164,1,HunterSkill_083,2,HunterSkill_098,1","1,0,0"
"ARMOR_ID_0254","沼喷龙腕甲α","arm","使用沼喷龙素材制作的臂部防具。虽然可以利用尖爪注入毒素，但很难在狩猎中使用。","5","36","[0,-3,0,0,1]","沼喷龙α","HunterSkill_164,1,HunterSkill_083,1,HunterSkill_072,1","1,0,0"
"ARMOR_ID_0255","沼喷龙腰甲α","waist","使用沼喷龙素材制作的腰部防具。装配了使用毒液所需的各种器具。","5","36","[0,-3,0,0,1]","沼喷龙α","HunterSkill_164,1,HunterSkill_098,1,HunterSkill_111,1","0,0,0"
"ARMOR_ID_0256","沼喷龙护腿α","leg","使用沼喷龙素材制作的脚部防具。需要小心，不要弄破备用的毒液包。","5","36","[0,-3,0,0,1]","沼喷龙α","HunterSkill_164,1,HunterSkill_098,2,HunterSkill_072,1","0,0,0"
"ARMOR_ID_0257","沼喷龙头盔β","helm","使用沼喷龙素材制作的头部防具。为了抵御素材自带的毒性，必须佩戴口罩。","5","36","[0,-3,0,0,1]","沼喷龙β","HunterSkill_165,1,HunterSkill_098,1","2,1,0"
"ARMOR_ID_0258","沼喷龙铠甲β","body","使用沼喷龙素材制作的身体防具。披肩内充满了毒液，但并不会泄漏。应该不会……","5","36","[0,-3,0,0,1]","沼喷龙β","HunterSkill_165,1,HunterSkill_083,2","2,0,0"
"ARMOR_ID_0259","沼喷龙腕甲β","arm","使用沼喷龙素材制作的臂部防具。虽然可以利用尖爪注入毒素，但很难在狩猎中使用。","5","36","[0,-3,0,0,1]","沼喷龙β","HunterSkill_165,1,HunterSkill_072,1","2,0,0"
"ARMOR_ID_0260","沼喷龙腰甲β","waist","使用沼喷龙素材制作的腰部防具。装配了使用毒液所需的各种器具。","5","36","[0,-3,0,0,1]","沼喷龙β","HunterSkill_165,1,HunterSkill_111,1","1,0,0"
"ARMOR_ID_0261","沼喷龙护腿β","leg","使用沼喷龙素材制作的脚部防具。需要小心，不要弄破备用的毒液包。","5","36","[0,-3,0,0,1]","沼喷龙β","HunterSkill_165,1,HunterSkill_098,2","2,0,0"
"ARMOR_ID_0262","桃毛兽王头盔α","helm","使用桃毛兽王素材制作的头部防具。粗犷的造型彰显野性。","5","36","[-3,1,1,-1,2]","桃毛兽王α","HunterSkill_168,1,HunterSkill_139,1,HunterSkill_099,1","1,0,0"
"ARMOR_ID_0263","桃毛兽王铠甲α","body","使用桃毛兽王素材制作的身体防具。随处点缀的兽毛彰显野性。","5","36","[-3,1,1,-1,2]","桃毛兽王α","HunterSkill_168,1,HunterSkill_139,2,HunterSkill_114,1","0,0,0"
"ARMOR_ID_0264","桃毛兽王腕甲α","arm","使用桃毛兽王素材制作的臂部防具。乍看之下做工粗糙，但防御力绝不马虎。","5","36","[-3,1,1,-1,2]","桃毛兽王α","HunterSkill_168,1,HunterSkill_096,1,HunterSkill_071,1","0,0,0"
"ARMOR_ID_0265","桃毛兽王腰甲α","waist","使用桃毛兽王素材制作的腰部防具。附带的那一串口袋意外地实用。","5","36","[-3,1,1,-1,2]","桃毛兽王α","HunterSkill_168,1,HunterSkill_096,1,HunterSkill_099,1","1,0,0"
"ARMOR_ID_0266","桃毛兽王护腿α","leg","使用桃毛兽王素材制作的脚部防具。狂野的造型很适合驰骋荒野之人。","5","36","[-3,1,1,-1,2]","桃毛兽王α","HunterSkill_168,1,HunterSkill_096,1,HunterSkill_114,1","0,0,0"
"ARMOR_ID_0267","桃毛兽王头盔β","helm","使用桃毛兽王素材制作的头部防具。粗犷的造型彰显野性。","5","36","[-3,1,1,-1,2]","桃毛兽王β","HunterSkill_169,1,HunterSkill_139,1","2,0,0"
"ARMOR_ID_0268","桃毛兽王铠甲β","body","使用桃毛兽王素材制作的身体防具。随处点缀的兽毛彰显野性。","5","36","[-3,1,1,-1,2]","桃毛兽王β","HunterSkill_169,1,HunterSkill_139,2","1,1,1"
"ARMOR_ID_0269","桃毛兽王腕甲β","arm","使用桃毛兽王素材制作的臂部防具。乍看之下做工粗糙，但防御力绝不马虎。","5","36","[-3,1,1,-1,2]","桃毛兽王β","HunterSkill_169,1,HunterSkill_096,1","1,0,0"
"ARMOR_ID_0270","桃毛兽王腰甲β","waist","使用桃毛兽王素材制作的腰部防具。附带的那一串口袋意外地实用。","5","36","[-3,1,1,-1,2]","桃毛兽王β","HunterSkill_169,1,HunterSkill_096,1","2,0,0"
"ARMOR_ID_0271","桃毛兽王护腿β","leg","使用桃毛兽王素材制作的脚部防具。狂野的造型很适合驰骋荒野之人。","5","36","[-3,1,1,-1,2]","桃毛兽王β","HunterSkill_169,1,HunterSkill_114,1","2,0,0"
"ARMOR_ID_0272","沙海龙头盔α","helm","使用沙海龙素材制作的头部防具。粗糙打磨过的凸起正是沙海龙的象征。","5","38","[-1,2,-3,1,1]","沙海龙α","HunterSkill_166,1,HunterSkill_090,1,HunterSkill_075,1","1,0,0"
"ARMOR_ID_0273","沙海龙铠甲α","body","使用沙海龙素材制作的身体防具。肩部经过巧妙设计，虽然厚重却不会阻碍行动。","5","38","[-1,2,-3,1,1]","沙海龙α","HunterSkill_166,1,HunterSkill_090,1,HunterSkill_065,1","1,0,0"
"ARMOR_ID_0274","沙海龙腕甲α","arm","使用沙海龙素材制作的臂部防具。卷曲排列的棘刺保证了动作的柔韧。","5","38","[-1,2,-3,1,1]","沙海龙α","HunterSkill_166,1,HunterSkill_076,1,HunterSkill_065,1","0,0,0"
"ARMOR_ID_0275","沙海龙腰甲α","waist","使用沙海龙素材制作的腰部防具。红色的腰巾令见者无不斗志昂扬。","5","38","[-1,2,-3,1,1]","沙海龙α","HunterSkill_166,1,HunterSkill_076,1,HunterSkill_075,1","0,0,0"
"ARMOR_ID_0276","沙海龙护腿α","leg","使用沙海龙素材制作的脚部防具。甲壳被分割成细小零件，以保证行动便利。","5","38","[-1,2,-3,1,1]","沙海龙α","HunterSkill_166,1,HunterSkill_076,1,HunterSkill_090,1","1,1,0"
"ARMOR_ID_0277","沙海龙头盔β","helm","使用沙海龙素材制作的头部防具。粗糙打磨过的凸起正是沙海龙的象征。","5","38","[-1,2,-3,1,1]","沙海龙β","HunterSkill_167,1,HunterSkill_075,1","2,0,0"
"ARMOR_ID_0278","沙海龙铠甲β","body","使用沙海龙素材制作的身体防具。肩部经过巧妙设计，虽然厚重却不会阻碍行动。","5","38","[-1,2,-3,1,1]","沙海龙β","HunterSkill_167,1,HunterSkill_090,1","1,1,1"
"ARMOR_ID_0279","沙海龙腕甲β","arm","使用沙海龙素材制作的臂部防具。卷曲排列的棘刺保证了动作的柔韧。","5","38","[-1,2,-3,1,1]","沙海龙β","HunterSkill_167,1,HunterSkill_076,1","2,0,0"
"ARMOR_ID_0280","沙海龙腰甲β","waist","使用沙海龙素材制作的腰部防具。红色的腰巾令见者无不斗志昂扬。","5","38","[-1,2,-3,1,1]","沙海龙β","HunterSkill_167,1,HunterSkill_075,1","1,1,0"
"ARMOR_ID_0281","沙海龙护腿β","leg","使用沙海龙素材制作的脚部防具。甲壳被分割成细小零件，以保证行动便利。","5","38","[-1,2,-3,1,1]","沙海龙β","HunterSkill_167,1,HunterSkill_076,1","1,1,1"
"ARMOR_ID_0282","雌火龙头盔α","helm","使用雌火龙素材制成的头部防具。将女王的气质、华丽、强大，全部合而为一的艳丽装备。","5","38","[2,0,-2,0,-3]","雌火龙α","HunterSkill_166,1,HunterSkill_068,1,HunterSkill_070,1","2,0,0"
"ARMOR_ID_0283","雌火龙铠甲α","body","使用雌火龙素材制成的身体防具。具有无愧于大地女王名号的能力。普通金属无法对其造成损伤。","5","38","[2,0,-2,0,-3]","雌火龙α","HunterSkill_166,1,HunterSkill_111,2","0,0,0"
"ARMOR_ID_0284","雌火龙腕甲α","arm","使用雌火龙的素材制成的臂部防具。覆盖手臂的华丽绿色鳞片，在消业障的地狱之火中更能衬托出美感。","5","38","[2,0,-2,0,-3]","雌火龙α","HunterSkill_166,1,HunterSkill_111,1,HunterSkill_068,2","0,0,0"
"ARMOR_ID_0285","雌火龙腰甲α","waist","使用雌火龙素材制成的腰部防具。散发出女王充满智慧的绿色光芒，就连凶暴的怪物都会畏惧三分。","5","38","[2,0,-2,0,-3]","雌火龙α","HunterSkill_166,1,HunterSkill_111,1,HunterSkill_138,1","0,0,0"
"ARMOR_ID_0286","雌火龙护腿α","leg","使用雌火龙素材制成的脚部防具。大地女王的脚力包藏其中，感觉大地犹如自己的伙伴。","5","38","[2,0,-2,0,-3]","雌火龙α","HunterSkill_166,1,HunterSkill_111,1,HunterSkill_070,2","0,0,0"
"ARMOR_ID_0287","雌火龙头盔β","helm","使用雌火龙素材制成的头部防具。将女王的气质、华丽、强大，全部合而为一的艳丽装备。","5","38","[2,0,-2,0,-3]","雌火龙β","HunterSkill_167,1,HunterSkill_068,1","2,1,0"
"ARMOR_ID_0288","雌火龙铠甲β","body","使用雌火龙素材制成的身体防具。具有无愧于大地女王名号的能力。普通金属无法对其造成损伤。","5","38","[2,0,-2,0,-3]","雌火龙β","HunterSkill_167,1,HunterSkill_111,1","1,1,1"
"ARMOR_ID_0289","雌火龙腕甲β","arm","使用雌火龙的素材制成的臂部防具。覆盖手臂的华丽绿色鳞片，在消业障的地狱之火中更能衬托出美感。","5","38","[2,0,-2,0,-3]","雌火龙β","HunterSkill_167,1,HunterSkill_111,1,HunterSkill_068,1","1,0,0"
"ARMOR_ID_0290","雌火龙腰甲β","waist","使用雌火龙素材制成的腰部防具。散发出女王充满智慧的绿色光芒，就连凶暴的怪物都会畏惧三分。","5","38","[2,0,-2,0,-3]","雌火龙β","HunterSkill_167,1,HunterSkill_111,1","2,0,0"
"ARMOR_ID_0291","雌火龙护腿β","leg","使用雌火龙素材制成的脚部防具。大地女王的脚力包藏其中，感觉大地犹如自己的伙伴。","5","38","[2,0,-2,0,-3]","雌火龙β","HunterSkill_167,1,HunterSkill_111,1,HunterSkill_070,1","1,0,0"
"ARMOR_ID_0292","影蜘蛛头盔α","helm","使用影蜘蛛素材制作的头部防具。精密的设计和扎实的技术赋予了其很高的防御力。","5","38","[-2,2,-2,1,2]","影蜘蛛α","HunterSkill_162,1,HunterSkill_189,1,HunterSkill_083,2","0,0,0"
"ARMOR_ID_0293","影蜘蛛铠甲α","body","使用影蜘蛛素材制作的身体防具。采用先进的技术，使其惊人地轻巧无比。","5","38","[-2,2,-2,1,2]","影蜘蛛α","HunterSkill_162,1,HunterSkill_116,1,HunterSkill_062,1","0,0,0"
"ARMOR_ID_0294","影蜘蛛腕甲α","arm","使用影蜘蛛素材制作的臂部防具。能将指尖细微的动作传递给武器。","5","38","[-2,2,-2,1,2]","影蜘蛛α","HunterSkill_162,1,HunterSkill_116,1,HunterSkill_083,1","1,0,0"
"ARMOR_ID_0295","影蜘蛛腰甲α","waist","使用影蜘蛛素材制作的腰部防具。是工房的倾力之作，也具备很高的艺术价值。","5","38","[-2,2,-2,1,2]","影蜘蛛α","HunterSkill_162,1,HunterSkill_189,1,HunterSkill_085,2","0,0,0"
"ARMOR_ID_0296","影蜘蛛护腿α","leg","使用影蜘蛛素材制作的脚部防具。兼具功能美与高机动力的佳作。","5","38","[-2,2,-2,1,2]","影蜘蛛α","HunterSkill_162,1,HunterSkill_116,1,HunterSkill_085,1","1,0,0"
"ARMOR_ID_0297","影蜘蛛头盔β","helm","使用影蜘蛛素材制作的头部防具。精密的设计和扎实的技术赋予了其很高的防御力。","5","38","[-2,2,-2,1,2]","影蜘蛛β","HunterSkill_163,1,HunterSkill_189,1","2,0,0"
"ARMOR_ID_0298","影蜘蛛铠甲β","body","使用影蜘蛛素材制作的身体防具。采用先进的技术，使其惊人地轻巧无比。","5","38","[-2,2,-2,1,2]","影蜘蛛β","HunterSkill_163,1,HunterSkill_116,1","1,1,1"
"ARMOR_ID_0299","影蜘蛛腕甲β","arm","使用影蜘蛛素材制作的臂部防具。能将指尖细微的动作传递给武器。","5","38","[-2,2,-2,1,2]","影蜘蛛β","HunterSkill_163,1,HunterSkill_116,1","2,0,0"
"ARMOR_ID_0300","影蜘蛛腰甲β","waist","使用影蜘蛛素材制作的腰部防具。是工房的倾力之作，也具备很高的艺术价值。","5","38","[-2,2,-2,1,2]","影蜘蛛β","HunterSkill_163,1,HunterSkill_189,1","1,1,0"
"ARMOR_ID_0301","影蜘蛛护腿β","leg","使用影蜘蛛素材制作的脚部防具。兼具功能美与高机动力的佳作。","5","38","[-2,2,-2,1,2]","影蜘蛛β","HunterSkill_163,1,HunterSkill_085,1","2,1,0"
"ARMOR_ID_0302","辟兽头盔α","helm","使用辟兽素材制作的头部防具。头上狂野的装饰令见者心生动摇。","6","48","[-3,2,-1,-1,4]","辟兽α","HunterSkill_175,1,HunterSkill_168,1,HunterSkill_099,2,HunterSkill_086,1","2,1,0"
"ARMOR_ID_0303","辟兽铠甲α","body","使用辟兽素材制作的身体防具。毛束经过仔细清洗与加工，拥有高防御力。","6","48","[-3,2,-1,-1,4]","辟兽α","HunterSkill_175,1,HunterSkill_168,1,HunterSkill_063,1,HunterSkill_065,1","1,0,0"
"ARMOR_ID_0304","辟兽腕甲α","arm","使用辟兽素材制作的臂部防具。防具上装配了金属配件，仿佛用以压制其狂暴的力量。","6","48","[-3,2,-1,-1,4]","辟兽α","HunterSkill_175,1,HunterSkill_168,1,HunterSkill_086,2,HunterSkill_065,1","2,0,0"
"ARMOR_ID_0305","辟兽腰甲α","waist","使用辟兽素材制作的腰部防具。束着兽毛的腰带在任何障碍面前都不会动摇。","6","48","[-3,2,-1,-1,4]","辟兽α","HunterSkill_175,1,HunterSkill_168,1,HunterSkill_063,2","1,0,0"
"ARMOR_ID_0306","辟兽护腿α","leg","使用辟兽素材制作的脚部防具。哪怕在沙尘肆虐的沙原中，也能毫无顾忌地纵横驰骋。","6","48","[-3,2,-1,-1,4]","辟兽α","HunterSkill_175,1,HunterSkill_168,1,HunterSkill_099,1,HunterSkill_069,2","2,1,0"
"ARMOR_ID_0307","辟兽头盔β","helm","使用辟兽素材制作的头部防具。头上狂野的装饰令见者心生动摇。","6","48","[-3,2,-1,-1,4]","辟兽β","HunterSkill_175,1,HunterSkill_169,1,HunterSkill_099,1,HunterSkill_086,1","2,1,1"
"ARMOR_ID_0308","辟兽铠甲β","body","使用辟兽素材制作的身体防具。毛束经过仔细清洗与加工，拥有高防御力。","6","48","[-3,2,-1,-1,4]","辟兽β","HunterSkill_175,1,HunterSkill_169,1,HunterSkill_063,1","1,1,1"
"ARMOR_ID_0309","辟兽腕甲β","arm","使用辟兽素材制作的臂部防具。防具上装配了金属配件，仿佛用以压制其狂暴的力量。","6","48","[-3,2,-1,-1,4]","辟兽β","HunterSkill_175,1,HunterSkill_169,1,HunterSkill_086,1,HunterSkill_065,1","2,1,0"
"ARMOR_ID_0310","辟兽腰甲β","waist","使用辟兽素材制作的腰部防具。束着兽毛的腰带在任何障碍面前都不会动摇。","6","48","[-3,2,-1,-1,4]","辟兽β","HunterSkill_175,1,HunterSkill_169,1,HunterSkill_063,1","2,2,0"
"ARMOR_ID_0311","辟兽护腿β","leg","使用辟兽素材制作的脚部防具。哪怕在沙尘肆虐的沙原中，也能毫无顾忌地纵横驰骋。","6","48","[-3,2,-1,-1,4]","辟兽β","HunterSkill_175,1,HunterSkill_169,1,HunterSkill_099,1,HunterSkill_069,1","2,1,1"
"ARMOR_ID_0312","风铗龙头盔α","helm","使用风铗龙素材制作的头部防具。据说戴上这顶头盔的人会时刻感受到风，与风同在。","5","38","[-3,2,-2,3,0]","风铗龙α","HunterSkill_166,1,HunterSkill_075,1,HunterSkill_076,1","0,0,0"
"ARMOR_ID_0313","风铗龙铠甲α","body","使用风铗龙素材制作的身体防具。模仿了异国武侠之士所钟爱的服装款式。","5","38","[-3,2,-2,3,0]","风铗龙α","HunterSkill_166,1,HunterSkill_079,2,HunterSkill_075,1","1,0,0"
"ARMOR_ID_0314","风铗龙腕甲α","arm","使用风铗龙素材制作的臂部防具。指尖部分能呼唤风，连对手都能感受到清爽的风。","5","38","[-3,2,-2,3,0]","风铗龙α","HunterSkill_166,1,HunterSkill_075,1,HunterSkill_059,1","0,0,0"
"ARMOR_ID_0315","风铗龙腰甲α","waist","使用风铗龙素材制作的腰部防具。修长优美的腰巾轻轻裹挟着风，能吸收受到的冲击。","5","38","[-3,2,-2,3,0]","风铗龙α","HunterSkill_166,1,HunterSkill_075,2","0,0,0"
"ARMOR_ID_0316","风铗龙护腿α","leg","使用风铗龙素材制作的脚部防具。其结构注重行动方便，使穿着者能轻快地踏风而行。","5","38","[-3,2,-2,3,0]","风铗龙α","HunterSkill_166,1,HunterSkill_079,1,HunterSkill_059,1","1,0,0"
"ARMOR_ID_0317","风铗龙头盔β","helm","使用风铗龙素材制作的头部防具。据说戴上这顶头盔的人会时刻感受到风，与风同在。","5","38","[-3,2,-2,3,0]","风铗龙β","HunterSkill_167,1,HunterSkill_075,1","1,1,0"
"ARMOR_ID_0318","风铗龙铠甲β","body","使用风铗龙素材制作的身体防具。模仿了异国武侠之士所钟爱的服装款式。","5","38","[-3,2,-2,3,0]","风铗龙β","HunterSkill_167,1,HunterSkill_079,1,HunterSkill_075,1","2,0,0"
"ARMOR_ID_0319","风铗龙腕甲β","arm","使用风铗龙素材制作的臂部防具。指尖部分能呼唤风，连对手都能感受到清爽的风。","5","38","[-3,2,-2,3,0]","风铗龙β","HunterSkill_167,1,HunterSkill_075,1","1,1,0"
"ARMOR_ID_0320","风铗龙腰甲β","waist","使用风铗龙素材制作的腰部防具。修长优美的腰巾轻轻裹挟着风，能吸收受到的冲击。","5","38","[-3,2,-2,3,0]","风铗龙β","HunterSkill_167,1,HunterSkill_075,1","2,0,0"
"ARMOR_ID_0321","风铗龙护腿β","leg","使用风铗龙素材制作的脚部防具。其结构注重行动方便，使穿着者能轻快地踏风而行。","5","38","[-3,2,-2,3,0]","风铗龙β","HunterSkill_167,1,HunterSkill_059,1","2,0,0"
"ARMOR_ID_0322","护雷颚龙头盔α","helm","使用护雷颚龙素材制作的头部防具。戴上它的人会被难以形容的渴望侵袭。","6","48","[-1,-1,2,-3,-2]","护雷颚龙α","HunterSkill_187,1,HunterSkill_172,1,HunterSkill_058,2,HunterSkill_113,1","0,0,0"
"ARMOR_ID_0323","护雷颚龙铠甲α","body","使用护雷颚龙素材制作的身体防具。穿着时体内会涌现出不同于平时的活力和使命感。","6","48","[-1,-1,2,-3,-2]","护雷颚龙α","HunterSkill_187,1,HunterSkill_172,1,HunterSkill_064,1,HunterSkill_113,1","2,0,0"
"ARMOR_ID_0324","护雷颚龙腕甲α","arm","使用护雷颚龙素材制作的臂部防具。如果不频繁活动双臂，就会觉得静不下心来。","6","48","[-1,-1,2,-3,-2]","护雷颚龙α","HunterSkill_187,1,HunterSkill_172,1,HunterSkill_064,1,HunterSkill_058,1","1,0,0"
"ARMOR_ID_0325","护雷颚龙腰甲α","waist","使用护雷颚龙素材制作的腰部防具。白色部分即使受损，也会在不知不觉中慢慢修复。","6","48","[-1,-1,2,-3,-2]","护雷颚龙α","HunterSkill_187,1,HunterSkill_172,1,HunterSkill_065,1,HunterSkill_064,1","1,1,0"
"ARMOR_ID_0326","护雷颚龙护腿α","leg","使用护雷颚龙素材制作的脚部防具。用力时，周围的白色部分就会发出淡淡的光。","6","48","[-1,-1,2,-3,-2]","护雷颚龙α","HunterSkill_187,1,HunterSkill_172,1,HunterSkill_113,1,HunterSkill_065,2","1,0,0"
"ARMOR_ID_0327","护雷颚龙头盔β","helm","使用护雷颚龙素材制作的头部防具。戴上它的人会被难以形容的渴望侵袭。","6","48","[-1,-1,2,-3,-2]","护雷颚龙β","HunterSkill_187,1,HunterSkill_173,1,HunterSkill_058,2","2,0,0"
"ARMOR_ID_0328","护雷颚龙铠甲β","body","使用护雷颚龙素材制作的身体防具。穿着时体内会涌现出不同于平时的活力和使命感。","6","48","[-1,-1,2,-3,-2]","护雷颚龙β","HunterSkill_187,1,HunterSkill_173,1,HunterSkill_064,1","2,1,1"
"ARMOR_ID_0329","护雷颚龙腕甲β","arm","使用护雷颚龙素材制作的臂部防具。如果不频繁活动双臂，就会觉得静不下心来。","6","48","[-1,-1,2,-3,-2]","护雷颚龙β","HunterSkill_187,1,HunterSkill_173,1,HunterSkill_064,1","2,2,0"
"ARMOR_ID_0330","护雷颚龙腰甲β","waist","使用护雷颚龙素材制作的腰部防具。白色部分即使受损，也会在不知不觉中慢慢修复。","6","48","[-1,-1,2,-3,-2]","护雷颚龙β","HunterSkill_187,1,HunterSkill_173,1,HunterSkill_065,1","2,2,0"
"ARMOR_ID_0331","护雷颚龙护腿β","leg","使用护雷颚龙素材制作的脚部防具。用力时，周围的白色部分就会发出淡淡的光。","6","48","[-1,-1,2,-3,-2]","护雷颚龙β","HunterSkill_187,1,HunterSkill_173,1,HunterSkill_113,1,HunterSkill_065,1","2,1,0"
"ARMOR_ID_0332","铸铁头盔α","helm","以拥有美丽金属光泽的矿石制作而成的头部防具。能够彻底包覆头部。","6","44","[-2,0,3,-1,0]","铸铁α","HunterSkill_068,2,HunterSkill_060,1","2,0,0"
"ARMOR_ID_0333","铸铁铠甲α","body","以拥有美丽金属光泽的矿石制作而成的身体防具。毫无缝隙的装甲加上色彩搭配，十分好看。","6","44","[-2,0,3,-1,0]","铸铁α","HunterSkill_073,1,HunterSkill_060,1","1,1,0"
"ARMOR_ID_0334","铸铁腕甲α","arm","以拥有美丽金属光泽的矿石制作而成的臂部防具。以精密加工的矿石彻底保护手臂。","6","44","[-2,0,3,-1,0]","铸铁α","HunterSkill_086,2,HunterSkill_060,1","2,0,0"
"ARMOR_ID_0335","铸铁腰甲α","waist","以拥有美丽金属光泽的矿石制作而成的腰部防具。是兼具高雅设计和工房最先进技术的杰作。","6","44","[-2,0,3,-1,0]","铸铁α","HunterSkill_068,1,HunterSkill_060,1","1,1,1"
"ARMOR_ID_0336","铸铁护腿α","leg","以拥有美丽金属光泽的矿石制作而成的脚部防具。虽是金属构造，但经过改良后利于行动。","6","44","[-2,0,3,-1,0]","铸铁α","HunterSkill_073,1,HunterSkill_060,1","2,0,0"
"ARMOR_ID_0342","护鹭鹰龙腰甲α","waist","使用护鹭鹰龙素材制作的腰部防具。雪白的长羽毛带着淡淡的光芒，非常美丽。","6","44","[0,0,4,0,-3]","护鹭鹰龙α","HunterSkill_172,1,HunterSkill_103,1,HunterSkill_072,2","1,0,0"
"ARMOR_ID_0343","护鹭鹰龙腰甲β","waist","使用护鹭鹰龙素材制作的腰部防具。雪白的长羽毛带着淡淡的光芒，非常美丽。","6","44","[0,0,4,0,-3]","护鹭鹰龙β","HunterSkill_173,1,HunterSkill_103,1,HunterSkill_072,1","2,1,0"
"ARMOR_ID_0344","赫猿兽头盔α","helm","使用赫猿兽素材制作的头部防具。据说一旦戴上，体内深处便会涌起炽热的情感。","6","48","[3,-3,1,-2,0]","赫猿兽α","HunterSkill_168,1,HunterSkill_060,2,HunterSkill_095,1","1,0,0"
"ARMOR_ID_0345","赫猿兽铠甲α","body","使用赫猿兽素材制作的身体防具。火焰装饰蕴藏着炽热，仿佛要将眼前的敌人焚烧殆尽。","6","48","[3,-3,1,-2,0]","赫猿兽α","HunterSkill_168,1,HunterSkill_060,2,HunterSkill_087,1","1,0,0"
"ARMOR_ID_0346","赫猿兽腕甲α","arm","使用赫猿兽素材制作的臂部防具。生动再现了赫猿兽无数次捶向地面的巨拳。","6","48","[3,-3,1,-2,0]","赫猿兽α","HunterSkill_168,1,HunterSkill_091,1,HunterSkill_095,2","2,0,0"
"ARMOR_ID_0347","赫猿兽腰甲α","waist","使用赫猿兽素材制作的腰部防具。据说有抑制暴怒失控的作用。","6","48","[3,-3,1,-2,0]","赫猿兽α","HunterSkill_168,1,HunterSkill_091,2,HunterSkill_087,2","1,0,0"
"ARMOR_ID_0348","赫猿兽护腿α","leg","使用赫猿兽素材制作的脚部防具。据说踩踏过的大地会因为热量而开始震颤。","6","48","[3,-3,1,-2,0]","赫猿兽α","HunterSkill_168,1,HunterSkill_091,2,HunterSkill_060,1","0,0,0"
"ARMOR_ID_0349","赫猿兽头盔β","helm","使用赫猿兽素材制作的头部防具。据说一旦戴上，体内深处便会涌起炽热的情感。","6","48","[3,-3,1,-2,0]","赫猿兽β","HunterSkill_169,1,HunterSkill_060,1,HunterSkill_095,1","2,1,0"
"ARMOR_ID_0350","赫猿兽铠甲β","body","使用赫猿兽素材制作的身体防具。火焰装饰蕴藏着炽热，仿佛要将眼前的敌人焚烧殆尽。","6","48","[3,-3,1,-2,0]","赫猿兽β","HunterSkill_169,1,HunterSkill_060,2","2,0,0"
"ARMOR_ID_0351","赫猿兽腕甲β","arm","使用赫猿兽素材制作的臂部防具。生动再现了赫猿兽无数次捶向地面的巨拳。","6","48","[3,-3,1,-2,0]","赫猿兽β","HunterSkill_169,1,HunterSkill_091,1,HunterSkill_095,1","2,1,0"
"ARMOR_ID_0352","赫猿兽腰甲β","waist","使用赫猿兽素材制作的腰部防具。据说有抑制暴怒失控的作用。","6","48","[3,-3,1,-2,0]","赫猿兽β","HunterSkill_169,1,HunterSkill_091,2,HunterSkill_087,1","2,0,0"
"ARMOR_ID_0353","赫猿兽护腿β","leg","使用赫猿兽素材制作的脚部防具。据说踩踏过的大地会因为热量而开始震颤。","6","48","[3,-3,1,-2,0]","赫猿兽β","HunterSkill_169,1,HunterSkill_091,2","1,1,0"
"ARMOR_ID_0354","雪狮子王头盔α","helm","使用雪狮子王素材制作的头部防具。造型取自异国之神，充满威严。","6","48","[-4,1,0,4,0]","雪狮子王α","HunterSkill_182,1,HunterSkill_168,1,HunterSkill_098,2,HunterSkill_110,1","1,1,0"
"ARMOR_ID_0355","雪狮子王铠甲α","body","使用雪狮子王素材制作的身体防具。细致的装饰营造出东方风情。","6","48","[-4,1,0,4,0]","雪狮子王α","HunterSkill_182,1,HunterSkill_168,1,HunterSkill_058,2,HunterSkill_097,2","0,0,0"
"ARMOR_ID_0356","雪狮子王腕甲α","arm","使用雪狮子王素材制作的臂部防具。精心织入了坚硬的兽毛，光泽感令人印象深刻。","6","48","[-4,1,0,4,0]","雪狮子王α","HunterSkill_182,1,HunterSkill_168,1,HunterSkill_110,1,HunterSkill_130,2","2,0,0"
"ARMOR_ID_0357","雪狮子王腰甲α","waist","使用雪狮子王素材制作的腰部防具。其编织技术据说来自于东方神明居住的国度。","6","48","[-4,1,0,4,0]","雪狮子王α","HunterSkill_182,1,HunterSkill_168,1,HunterSkill_058,2,HunterSkill_098,1","1,0,0"
